"","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","AREA_SQMI","E_TOTPOP","M_TOTPOP","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP","MP_NOHSDP","EP_UNINSUR","MP_UNINSUR","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG","MP_LIMENG","EP_MINRTY","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV150","EPL_UNEMP","EPL_HBURD","EPL_NOHSDP","EPL_UNINSUR","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","EPL_LIMENG","SPL_THEME2","RPL_THEME2","EPL_MINRTY","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE","GeoLevel","Comparison","STATE_NAME","STATE_ABBR","COUNTY_FIPS","COUNTY_NAME"
"24","12","Florida","FL","12049","Hardee County","12049","Hardee County, Florida",637.569079699428,25528,0,9837,24,8127,303,9836,1194,852,225,2090,382,3658,474,3459,505,4007,93,6490,27,3418,350,605,266,1696,427,13903,116,293,178,2377,310,639,198,399,152,1954,33,41.6,5,8.7,2.2,25.7,4.6,22.1,2.9,14.5,2.1,15.7,0.4,25.4,0.1,14.3,1.5,7.4,3.3,7.1,1.8,54.5,0.5,2.9,1.8,24.2,3.1,7.8,2.4,4.9,1.9,7.7,0.1,0.9685,0.9338,0.7945,0.95,0.8514,4.4982,0.9876,0.1775,0.8781,0.3662,0.7935,0.957,3.1723,0.8979,0.8899,0.8899,0.8899,0.4804,0.8832,0.9742,0.412,0.8985,3.6483,0.9685,12.2087,0.993,1,1,0,1,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,5,24361,2092,309,1628,243,11310,0,270,44,3,6,0,28,645,264,47,73,25.7,3.7,6.4,1,44.3,0,1.1,0.2,0,0.1,0,0.2,2.5,1,0.2,0.3,"County","National","Florida","FL","12049","Hardee County"
"25","12","Florida","FL","12051","Hendry County","12051","Hendry County, Florida",1155.94938937721,39902,0,15227,32,13289,365,14756,1251,1112,372,4059,589,7806,872,8489,1102,5340,138,10129,67,4797,659,1300,344,5051,828,28355,246,224,150,5173,641,510,238,976,355,2230,62,37.7,3.2,5.8,1.9,30.5,4.4,30.5,3.3,21.7,2.8,13.4,0.3,25.4,0.2,12.2,1.7,9.8,2.6,13.6,2.2,71.1,0.6,1.5,1,34,4.2,3.8,1.8,7.3,2.7,5.6,0.2,0.936,0.7082,0.9475,0.9936,0.9733,4.5586,0.993,0.0748,0.8781,0.1849,0.9395,0.9908,3.0681,0.8575,0.9625,0.9625,0.9625,0.2695,0.9691,0.8587,0.7572,0.839,3.6935,0.9761,12.2827,0.9946,1,0,1,1,1,4,0,0,0,1,1,2,1,1,0,1,0,0,0,1,8,38060,2578,429,4129,173,22789,0,373,30,465,66,0,31,599,347,0,31,19.4,3.3,10.3,0.4,57.1,0,0.9,0.1,1.2,0.2,0,0.1,1.5,0.9,0,0.1,"County","National","Florida","FL","12051","Hendry County"
"26","12","Florida","FL","12053","Hernando County","12053","Hernando County, Florida",472.968414065344,196621,0,89635,135,79169,689,44523,2596,4955,672,19727,1152,15671,1029,24448,1977,52781,83,36103,0,37013,1547,3796,508,2556,476,50756,595,2531,378,14276,602,1124,282,4010,403,2121,34,23,1.3,5.9,0.8,24.9,1.4,10.6,0.7,12.6,1,26.8,0.1,18.4,0,19,0.8,4.8,0.6,1.4,0.3,25.8,0.3,2.8,0.4,15.9,0.7,1.4,0.4,5.1,0.5,1.1,0,0.497,0.7251,0.7442,0.5078,0.7795,3.2536,0.7537,0.922,0.1394,0.7572,0.3624,0.6834,2.8644,0.7623,0.6185,0.6185,0.6185,0.4655,0.7025,0.3198,0.4454,0.1798,2.113,0.3048,8.8495,0.6602,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,169591,7887,607,9677,514,30693,0,2438,301,412,113,211,203,5913,867,1412,416,10,0.8,4.9,0.3,15.6,0,1.2,0.2,0.2,0.1,0.1,0.1,3,0.4,0.7,0.2,"County","National","Florida","FL","12053","Hernando County"
"27","12","Florida","FL","12055","Highlands County","12055","Highlands County, Florida",1017.65929549692,102339,0,57605,61,44685,983,27353,1820,2592,432,9531,777,10905,903,13239,1163,36571,81,17157,53,20544,1253,2042,421,3540,650,36249,503,1663,298,13319,854,1169,289,2343,397,2011,42,27.2,1.8,6.8,1.1,21.3,1.7,13.8,1.1,13.1,1.2,35.7,0.1,16.8,0.1,20.3,1.2,4.6,0.9,3.6,0.7,35.4,0.5,2.9,0.5,23.1,1.5,2.7,0.6,5.2,0.9,2,0,0.6863,0.832,0.4788,0.7009,0.7996,3.4976,0.818,0.9927,0.062,0.8272,0.3223,0.889,3.0932,0.8664,0.7286,0.7286,0.7286,0.4804,0.8629,0.7165,0.4642,0.4916,3.0156,0.7607,10.335,0.8673,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100690,7668,777,9165,400,22050,0,1440,133,117,84,18,22,2993,581,466,403,17.2,1.7,9,0.4,21.5,0,1.4,0.1,0.1,0.1,0,0.1,2.9,0.6,0.5,0.4,"County","National","Florida","FL","12055","Highlands County"
"28","12","Florida","FL","12057","Hillsborough County","12057","Hillsborough County, Florida",1022.50123311065,1468560,0,606334,213,559970,2031,319187,7662,37194,1779,173842,3475,107998,3259,173403,4724,214615,58,320513,0,172007,3410,38879,1780,89271,3314,789103,1875,107137,2350,39670,1558,16710,1283,33085,1565,26086,271,22.1,0.5,4.8,0.2,31,0.6,10.7,0.3,11.9,0.3,14.6,0.1,21.8,0,11.8,0.2,7,0.3,6.5,0.2,53.7,0.1,17.7,0.4,6.5,0.3,3,0.2,5.9,0.3,1.8,0,0.4537,0.518,0.9574,0.5164,0.7432,3.1887,0.7327,0.1238,0.4696,0.1534,0.7493,0.9513,2.4474,0.49,0.8871,0.8871,0.8871,0.9596,0.3363,0.7677,0.5829,0.4321,3.0786,0.7897,9.6018,0.7789,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3,1552621,44722,1891,228064,2339,439450,0,61154,1063,1688,295,936,235,48797,2822,9014,1663,8,0.3,15.5,0.2,29.9,0,4.2,0.1,0.1,0.1,0.1,0.1,3.3,0.2,0.6,0.1,"County","National","Florida","FL","12057","Hillsborough County"
"29","12","Florida","FL","12059","Holmes County","12059","Holmes County, Florida",478.85640701682,19529,0,8635,22,7069,221,5258,693,373,138,1392,256,2441,412,2903,451,3946,69,3996,61,3353,320,502,207,138,111,2891,136,58,53,3155,356,189,88,364,102,1724,34,29.6,3.9,4.7,1.7,19.7,3.6,17.3,2.9,16.3,2.5,20.2,0.4,20.5,0.3,18.8,1.8,7.1,2.9,0.7,0.6,14.8,0.7,0.6,0.6,36.5,4.1,2.7,1.2,5.1,1.4,8.8,0.2,0.7671,0.4954,0.3388,0.8393,0.8979,3.3385,0.7786,0.5873,0.3102,0.7439,0.7601,0.4776,2.8791,0.77,0.4248,0.4248,0.4248,0.1088,0.9819,0.7165,0.4454,0.9208,3.1734,0.833,9.8158,0.8081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,16868,1674,245,1269,120,631,0,125,82,122,107,48,46,671,227,25,40,23.7,3.3,6.5,0.6,3.2,0,0.6,0.4,0.6,0.5,0.2,0.2,3.4,1.2,0.1,0.2,"County","National","Florida","FL","12059","Holmes County"
"30","12","Florida","FL","12061","Indian River County","12061","Indian River County, Florida",502.52722989867,160986,0,83801,57,65735,1015,29520,2703,3931,742,16341,1045,10785,1135,17740,1575,54589,108,24668,41,25769,1533,2894,509,2698,657,42692,552,11918,870,5953,588,795,249,2854,506,1672,30,18.5,1.7,5.9,1.1,24.9,1.5,8.6,0.9,11.1,1,33.9,0.1,15.3,0.1,16.2,1,4.4,0.8,1.7,0.4,26.5,0.3,14.2,1,7.1,0.7,1.2,0.4,4.3,0.8,1,0,0.2762,0.7251,0.7442,0.3452,0.6987,2.7894,0.5975,0.9889,0.029,0.5406,0.2787,0.7369,2.5741,0.5803,0.6249,0.6249,0.6249,0.9325,0.3621,0.2393,0.3061,0.1403,1.9803,0.2434,7.9687,0.5145,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,155350,8467,890,13139,720,21240,0,2446,335,470,138,55,81,4438,964,904,390,12.9,1.4,8.2,0.4,13.2,0,1.5,0.2,0.3,0.1,0,0.1,2.8,0.6,0.6,0.2,"County","National","Florida","FL","12061","Indian River County"
"31","12","Florida","FL","12063","Jackson County","12063","Jackson County, Florida",918.229849381638,47704,0,20022,74,16880,324,12622,1117,804,248,3625,460,5496,573,4037,508,10058,123,8922,64,8277,649,1439,267,523,170,16599,140,145,62,5579,383,203,97,873,178,7108,89,31.2,2.8,4.7,1.5,21.5,2.7,15.8,1.6,9.8,1.2,21.1,0.3,18.7,0.1,20.1,1.6,8.5,1.6,1.2,0.4,34.8,0.3,0.7,0.3,27.9,1.9,1.2,0.6,5.2,1,14.9,0.2,0.8145,0.4954,0.4941,0.7922,0.6064,3.2026,0.7362,0.6697,0.1549,0.8171,0.8883,0.6367,3.1667,0.8947,0.7213,0.7213,0.7213,0.1254,0.9265,0.2393,0.4642,0.9717,2.7271,0.6223,9.8177,0.8085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,47446,3527,392,12216,307,2457,0,270,95,169,91,91,98,1315,355,81,86,20.9,2.3,25.6,0.6,5.2,0,0.6,0.2,0.4,0.2,0.2,0.2,2.8,0.7,0.2,0.2,"County","National","Florida","FL","12063","Jackson County"
"32","12","Florida","FL","12065","Jefferson County","12065","Jefferson County, Florida",598.079183744322,14458,0,6741,24,5519,238,3514,488,425,138,1039,220,1608,242,1322,299,3483,27,2480,10,2667,301,290,130,79,94,5704,70,28,22,2668,311,45,43,389,142,1195,22,26.7,3.7,6.7,2.1,18.8,3.9,14.9,2.2,10,2.2,24.1,0.2,17.2,0.1,20.2,2.3,5.3,2.3,0.6,0.7,39.5,0.5,0.4,0.3,39.6,4.6,0.8,0.8,7,2.5,8.3,0.2,0.665,0.8231,0.2641,0.7553,0.6185,3.126,0.7143,0.8454,0.0773,0.8218,0.4693,0.4349,2.6487,0.6325,0.776,0.776,0.776,0.0757,0.9882,0.1193,0.7203,0.9084,2.8119,0.6666,9.3626,0.7439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,10263,1337,247,4629,145,646,0,33,37,13,17,4,9,299,137,80,70,24.2,4.1,32,1,4.5,0,0.2,0.3,0.1,0.1,0,0.1,2.1,1,0.6,0.5,"County","National","Florida","FL","12065","Jefferson County"
"33","12","Florida","FL","12067","Lafayette County","12067","Lafayette County, Florida",543.344472714804,8107,0,3403,171,2555,242,2392,597,272,138,478,163,1260,214,1010,337,1553,186,1476,162,1409,355,94,65,154,138,2474,276,27,29,1362,265,141,95,47,37,1357,33,35.4,8.8,8.6,4.5,18.7,6.1,21.5,3.8,15.1,5.1,19.2,2.3,18.2,2,21,5.3,3.7,2.5,2,1.8,30.5,3.4,0.8,0.9,40,7.9,5.6,3.7,1.8,1.5,16.7,0.4,0.9065,0.9306,0.2555,0.9418,0.8705,3.9049,0.9214,0.4871,0.1279,0.8571,0.1607,0.7773,2.4101,0.4626,0.6726,0.6726,0.6726,0.1406,0.9885,0.9437,0.0312,0.9774,3.0814,0.7906,10.069,0.8409,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,3,6,6682,358,155,1262,216,1082,207,2,5,0,21,0,21,128,135,0,21,14,5.7,15.6,2.7,13.3,2.5,0,0.1,0,0.6,0,0.6,1.6,1.7,0,0.6,"County","National","Florida","FL","12067","Lafayette County"
"34","12","Florida","FL","12069","Lake County","12069","Lake County, Florida",951.800030244948,386829,0,178098,170,153817,1494,69793,4010,9565,1293,41148,2007,27434,1721,39669,2640,103276,22,73351,56,62220,2442,6244,754,8374,1471,129328,1018,11887,1150,30826,1250,2562,430,6280,675,4256,47,18.3,1,5.5,0.7,26.8,1.3,9.6,0.6,10.4,0.7,26.7,0.1,19,0.1,16.3,0.6,4.1,0.5,2.3,0.4,33.4,0.3,6.7,0.6,17.3,0.7,1.7,0.3,4.1,0.4,1.1,0,0.2638,0.6583,0.8403,0.4276,0.6462,2.8362,0.6128,0.9201,0.1759,0.5479,0.2211,0.8066,2.6716,0.6481,0.7086,0.7086,0.7086,0.7751,0.7404,0.4311,0.2708,0.1798,2.3972,0.4512,8.6136,0.6214,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,333935,14817,1306,37681,1897,67297,0,7962,552,607,282,517,73,13288,2275,1976,597,9.6,0.8,9.7,0.5,17.4,0,2.1,0.1,0.2,0.1,0.1,0.1,3.4,0.6,0.5,0.2,"County","National","Florida","FL","12069","Lake County"
"35","12","Florida","FL","12071","Lee County","12071","Lee County, Florida",781.02604266749,772902,0,419916,177,311348,2302,149511,5446,15514,1187,91354,2801,57706,2439,98642,4538,223302,28,132836,0,106215,2997,14359,1225,42130,2430,275116,1670,69673,2187,40134,1473,6798,626,15906,1396,11851,238,19.6,0.7,4.5,0.3,29.3,0.9,9.9,0.4,12.8,0.6,28.9,0.1,17.2,0,13.8,0.4,4.6,0.4,5.7,0.3,35.6,0.2,16.6,0.5,9.6,0.4,2.2,0.2,5.1,0.4,1.5,0,0.3261,0.4537,0.9201,0.454,0.7878,2.9417,0.6507,0.9561,0.0773,0.3159,0.3223,0.9399,2.6115,0.6067,0.7299,0.7299,0.7299,0.9535,0.4846,0.6083,0.4454,0.3299,2.8217,0.671,9.1048,0.7086,0,0,1,0,0,1,1,0,0,0,1,2,0,0,1,0,0,0,0,1,4,749039,30505,1558,59756,1329,178802,0,12661,498,558,136,374,70,18690,1767,4275,1420,9.8,0.5,7.7,0.2,23.1,0,1.6,0.1,0.1,0.1,0,0.1,2.4,0.2,0.6,0.2,"County","National","Florida","FL","12071","Lee County"
"36","12","Florida","FL","12073","Leon County","12073","Leon County, Florida",668.42746389929,294128,0,134107,184,118755,1034,73303,3342,9021,858,39549,1680,11755,1013,23958,1665,41392,56,54119,46,34646,1522,8867,778,2377,434,132508,454,28027,1400,10255,771,2384,489,8141,654,17823,173,26.4,1.2,5.7,0.5,33.3,1.4,6.7,0.6,8.2,0.6,14.1,0.1,18.4,0.1,11.9,0.5,7.5,0.7,0.9,0.2,45.1,0.2,20.9,1,7.6,0.6,2,0.4,6.9,0.6,6.1,0.1,0.6538,0.6939,0.9793,0.1756,0.4827,2.9853,0.6659,0.0993,0.1394,0.1619,0.805,0.5536,1.7592,0.1021,0.8323,0.8323,0.8323,0.9774,0.3863,0.5415,0.7073,0.8552,3.4677,0.937,9.0445,0.6952,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,327057,11243,911,90250,1027,20385,0,10277,394,181,63,121,64,9999,1095,1295,451,9.5,0.8,30.7,0.3,6.9,0,3.5,0.1,0.1,0.1,0,0.1,3.4,0.4,0.4,0.2,"County","National","Florida","FL","12073","Leon County"
"37","12","Florida","FL","12075","Levy County","12075","Levy County, Florida",1118.25619591298,43268,0,20972,36,17843,342,11943,1298,797,185,3857,508,3931,479,6702,867,10699,99,8430,31,8573,716,989,225,872,323,9594,229,259,116,9132,607,635,214,830,185,384,12,27.8,3,4.4,1,21.6,2.8,12.4,1.5,15.6,2,24.7,0.2,19.5,0.1,19.9,1.7,5.6,1.3,2.1,0.8,22.2,0.5,1.2,0.6,43.5,2.9,3.6,1.2,4.7,1,0.9,0,0.7073,0.4267,0.5002,0.6246,0.882,3.1408,0.7184,0.8667,0.2167,0.805,0.5304,0.7865,3.2053,0.9119,0.5616,0.5616,0.5616,0.2141,0.994,0.8412,0.3751,0.1091,2.5335,0.5224,9.4412,0.7582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,34355,4117,497,3652,177,3992,0,354,66,76,61,0,31,1355,245,165,157,23.1,2.8,8.4,0.4,9.2,0,0.8,0.2,0.2,0.1,0,0.1,3.1,0.6,0.4,0.4,"County","National","Florida","FL","12075","Levy County"
"38","12","Florida","FL","12077","Liberty County","12077","Liberty County, Florida",835.562988391588,7704,0,3118,171,2447,194,1927,357,227,127,475,120,1046,188,682,229,1066,156,1478,157,1526,247,244,105,45,84,2120,290,5,22,1264,198,36,36,189,87,1443,29,30.5,5.7,8.2,4.3,19.4,4.7,19,3.2,10.8,3.6,13.8,2,19.2,2,24.2,3.9,10,4.2,0.6,1.1,27.5,3.8,0.2,0.7,40.5,5.6,1.4,1.5,7.7,3.5,18.7,0.4,0.7973,0.9179,0.3121,0.896,0.6742,3.5975,0.8454,0.0881,0.1934,0.9507,0.9459,0.4349,2.613,0.6077,0.636,0.636,0.636,0.0414,0.9898,0.3198,0.7948,0.9831,3.1289,0.8132,9.9754,0.8266,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,1,2,5,7151,598,140,1144,220,603,207,8,10,56,47,0,21,297,125,12,13,24.4,5.5,14.8,2.9,7.8,2.7,0.1,0.1,0.7,0.6,0,0.6,3.9,1.6,0.2,0.2,"County","National","Florida","FL","12077","Liberty County"
"39","12","Florida","FL","12079","Madison County","12079","Madison County, Florida",696.528580589266,17986,0,8362,27,6693,233,5440,679,172,113,1641,307,2718,362,2067,422,4023,64,3239,155,2528,320,423,136,153,116,8244,157,75,49,3155,295,120,91,636,164,1912,28,33.8,4.2,2.7,1.8,24.5,4.5,19.8,2.6,12.8,2.6,22.4,0.4,18,0.9,15.7,2,6.3,2,0.9,0.7,45.8,0.9,0.9,0.6,37.7,3.5,1.8,1.4,9.5,2.4,10.6,0.2,0.8743,0.1365,0.7197,0.9154,0.7878,3.4337,0.8011,0.7591,0.1129,0.4989,0.6538,0.5536,2.5783,0.5822,0.8403,0.8403,0.8403,0.1594,0.9857,0.4712,0.9026,0.9421,3.461,0.9338,10.3133,0.8638,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,4,16401,2040,274,6436,152,1139,0,16,24,16,32,0,23,575,209,62,70,30.5,3.9,35.8,0.8,6.3,0,0.1,0.1,0.1,0.2,0,0.3,3.2,1.2,0.3,0.4,"County","National","Florida","FL","12079","Madison County"
"40","12","Florida","FL","12081","Manatee County","12081","Manatee County, Florida",742.761430212426,405069,0,208358,127,161656,1487,78356,4079,9669,909,44570,2048,28502,1516,48624,2872,114243,55,71417,47,58683,2043,6058,696,11806,1300,122435,509,29743,1439,29217,1333,3420,555,6389,727,5020,89,19.6,1,5.2,0.5,27.6,1.2,9.3,0.5,12.1,0.7,28.2,0.1,17.6,0.1,14.6,0.5,3.7,0.4,3,0.3,30.2,0.1,14.3,0.7,14,0.6,2.1,0.3,4,0.4,1.2,0,0.3261,0.5921,0.8702,0.4031,0.7537,2.9452,0.6516,0.9472,0.0935,0.3913,0.1607,0.8571,2.4498,0.4906,0.6685,0.6685,0.6685,0.9351,0.644,0.5759,0.2491,0.2119,2.616,0.5622,8.6795,0.6332,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,375422,16097,1315,32273,863,68333,0,8880,462,505,183,136,83,11222,1045,1086,397,10,0.8,8,0.2,16.9,0,2.2,0.1,0.1,0.1,0,0.1,2.8,0.3,0.3,0.1,"County","National","Florida","FL","12081","Manatee County"
"41","12","Florida","FL","12083","Marion County","12083","Marion County, Florida",1588.421504439,378225,0,179079,77,154996,1348,92045,4226,8887,954,39490,2053,30326,1807,46068,2685,109251,0,70465,0,60612,1942,8133,883,7436,1294,121385,648,6125,806,33947,1450,3500,549,7597,871,8763,80,25,1.1,5.9,0.6,25.5,1.3,10.8,0.6,12.4,0.7,28.9,0,18.6,0,16.4,0.5,5.3,0.6,2.1,0.4,32.1,0.2,3.4,0.5,19,0.8,2.2,0.4,4.9,0.6,2.3,0,0.5889,0.7251,0.7833,0.5243,0.769,3.3906,0.7926,0.9561,0.1486,0.5581,0.4693,0.7865,2.9186,0.7891,0.6936,0.6936,0.6936,0.5425,0.7827,0.6083,0.412,0.5577,2.9032,0.7143,9.906,0.8196,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,368062,17603,1259,45305,984,56818,0,5890,527,485,163,47,43,11413,1301,1427,499,11.4,0.8,12,0.3,15,0,1.6,0.1,0.1,0.1,0,0.1,3,0.3,0.4,0.1,"County","National","Florida","FL","12083","Marion County"
"42","12","Florida","FL","12085","Martin County","12085","Martin County, Florida",543.822114479678,159399,0,81593,69,66724,950,26747,2001,3083,480,16449,1017,9404,856,15042,1377,50676,91,25580,0,22202,1280,2177,327,3596,789,37122,548,11881,874,7447,685,699,246,3241,475,4033,40,17.2,1.3,4.4,0.7,24.7,1.5,7.6,0.7,9.6,0.9,31.8,0.1,16,0,14.2,0.8,3.3,0.5,2.3,0.5,23.3,0.3,14.6,1.1,9.1,0.8,1,0.4,4.9,0.7,2.5,0,0.2132,0.4267,0.7346,0.2593,0.5927,2.2265,0.4022,0.9809,0.0426,0.3528,0.1123,0.8066,2.2952,0.384,0.5797,0.5797,0.5797,0.9373,0.4626,0.1724,0.412,0.5902,2.5745,0.5415,7.6759,0.4642,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,171799,6275,709,7935,382,22778,0,2359,195,126,108,3,9,3363,559,558,367,9.4,1.1,5,0.2,14.3,0,1.5,0.1,0.1,0.1,0,0.1,2.1,0.4,0.4,0.2,"County","National","Florida","FL","12085","Martin County"
"43","12","Florida","FL","12086","Miami-Dade County","12086","Miami-Dade County, Florida",1899.92364859746,2688237,0,1075278,339,952680,2932,695047,12966,64439,2723,378254,5540,332566,6277,400515,8501,446559,82,540286,60,271544,5033,69897,2417,522116,7588,2337839,1672,423309,4565,13897,1143,62185,2352,92824,2837,46707,486,26.3,0.5,4.6,0.2,39.7,0.6,17.3,0.3,15,0.3,16.6,0.1,20.1,0.1,10.2,0.2,7.4,0.3,20.6,0.3,87,0.1,39.3,0.4,1.3,0.1,6.5,0.2,9.7,0.3,1.7,0,0.6497,0.4738,0.999,0.8393,0.8654,3.8272,0.9049,0.244,0.2698,0.0652,0.7935,0.9978,2.3703,0.4365,0.9901,0.9901,0.9901,0.9975,0.0519,0.959,0.909,0.4003,3.3177,0.8909,10.5053,0.881,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,3,6,2655208,146223,3333,399445,2378,1848739,0,39384,802,1832,265,483,177,37363,2660,10593,1295,15.3,0.4,14.9,0.1,68.8,0,1.5,0.1,0.1,0.1,0,0.1,1.4,0.1,0.4,0.1,"County","National","Florida","FL","12086","Miami-Dade County"
"44","12","Florida","FL","12087","Monroe County","12087","Monroe County, Florida",983.032946512278,82044,0,54034,76,34388,592,14563,1255,1479,288,10426,769,4993,533,12280,889,19297,91,12862,34,8601,719,1553,319,4815,721,29705,208,7022,592,4778,431,1542,293,2307,365,1662,43,18,1.5,3.4,0.6,30.3,2.2,7.8,0.8,15.4,1.1,23.5,0.1,15.7,0.1,10.8,0.9,4.5,0.9,6.1,0.9,36.2,0.3,12.9,1.1,8.8,0.8,4.5,0.8,6.7,1,2,0.1,0.2485,0.2393,0.944,0.2765,0.8762,2.5845,0.5247,0.819,0.035,0.0913,0.3029,0.9462,2.1944,0.3143,0.7378,0.7378,0.7378,0.9179,0.4489,0.903,0.6853,0.4916,3.4467,0.9294,8.9634,0.6822,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,2,4,80593,4295,581,5069,377,21068,0,783,136,9,17,124,148,2248,329,404,187,12.5,1.6,6.2,0.5,25.7,0,1,0.2,0,0.1,0.2,0.2,2.7,0.4,0.5,0.2,"County","National","Florida","FL","12087","Monroe County"
"45","12","Florida","FL","12089","Nassau County","12089","Nassau County, Florida",648.680535025426,91538,0,42121,55,36336,604,12446,1482,1768,502,7531,746,5540,731,7139,1150,21041,98,17888,0,15736,1250,1744,412,389,213,13647,398,2732,374,7982,724,453,202,1102,287,885,30,13.7,1.6,4.1,1.2,20.7,2,8.2,1.1,7.9,1.3,23,0.1,19.5,0,17.4,1.4,4.8,1.1,0.4,0.2,14.9,0.4,6.5,0.9,19,1.7,1.2,0.6,3,0.8,1,0,0.0885,0.3668,0.4244,0.314,0.4556,1.6493,0.2278,0.7916,0.2167,0.6421,0.3624,0.315,2.3278,0.4076,0.4273,0.4273,0.4273,0.7668,0.7827,0.2393,0.1187,0.1403,2.0478,0.2724,6.4522,0.2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74876,2578,473,5001,350,4579,0,903,200,236,84,28,36,2458,587,442,267,7.1,1.3,5.5,0.4,5,0,1,0.2,0.3,0.1,0,0.1,2.7,0.6,0.5,0.3,"County","National","Florida","FL","12089","Nassau County"
